"id","nome_completo","sexo","nota","titulo","id-2","tarefa_id","tarefa_moodle_id","turma_id","curso_id","professor_id","aluno_id","nota-2","data_entrega","data_limite","data_insercao","texto_extraido","numero_tentativas","sobek_grafo","coh_adjective_ratio","coh_flesch","coh_brunet","coh_honore","coh_negative_words","coh_positive_words","coh_yngve","coh_frazier","coh_cross_entropy"
79,"Wadjet Valdimars","0",0,"Desafios para conter a violência escolar no Brasil",79,201,1,1,1,1,4687,0,"2023-05-09 23:20:44.894913",NULL,NULL,"No filme ""The Fallout"", mostra a vida de Vada e Mia, combatento os desafios piscicológicos após elas presenciarem um tiroteio em sua escola. De maneira análoga a ficção, percebem que esses acontecimentos em escolas prejudicam extremamente os alunos piscicológicamente, como o próprio filme relata a dificuldade de Vada e Mia para retornar a escola, pois os traumas dificultam. Assim, ações governamentais e midiáticas seriam fundamentais para combater o empasse.",NULL,NULL,0.05797,14.60304,9.01741,885.99093,0.625,0.4,3.37271,8.83333,0.62045
99,"Thot Ragnars","0",540,"Trabalho infantil na realidade brasileira",99,131,1,1,1,1,1722,540,"2022-01-03 09:29:41.591688",NULL,NULL,"Crianças e adolescentes de 5 a14anos trabalhando caracteriza o trabalho infantil.com o trabalho precose prejudica a saúde, desenvolvimento físico e psicológico e educacional atrapalhando uma vida saudável.O direito deles a infância é interrompida pelo trabalho infantil.

Em primeiro lugar o trabalho infantil no Brasil e ilegal perante a constituição de 1988,em seu artigo 227,com está constituição crianças tem seu direito a saúde,lazer alimentação educação tendo uma infância tendo direito a sua infância .

No entanto menores que trabalham tendem a não vivenciar a infância atingi negativamente o psicológico para que este não ocorra só deve começar a trabalhar dentro da idade permitida e se o indivíduo estiver preparado, caso não esteja este não deve fazer

O trabalho infantil deve ser combatido por meio de organizaçãoes governamentais para que não haja problemas para o jovens e eles tenham fico no que e deles por direito a educação e a infância.",NULL,NULL,0.07383,-104.53154,10.77499,823.99979,0.4,0.36667,4.44375,9.5,0.50232
80,"Thot Péturs","0",-1.0,"Estupro",80,111,1,1,1,1,2342,-1.0,"2022-04-04 21:38:48.859933",NULL,NULL,"É de conhecimento geral que existe muitos casos de violência e estupro contra as mulheres, segundo dados obtidos pelo Fórum Brasileiro de Segurança Pública (FBSP), entre março de 2020 e dezembro de 2021 houve algum caso de estupro a cada 10 minutos e feminicídio a cada 7 horas.

No estado de mato grosso do Sul o aumento de casos de estupro foi de 129,7%, já em Roraima teve um aumento de 154,6% em relação a 2019, o distrito federal apontou um crescimento de 47,1% de casos de feminicídio, onde passou o de 17 vítimas em 2020 para 25 vítimas em 2021. Um dos fatores para esse aumento de casos de violência foi a pandemia da covid-19, pois com o isolamento social as mulheres ficavam ""presas"" em casa com seus agressores, os quais possivelmente faziam ameaças de morte contra a própria mulher ou algum parente, de tal maneira fazia com que a mulher tivesse medo de prestar alguma queixa contra o agressor.

No Brasil existem cinco leis principais que protegem as mulheres, que são: Lei Maria da Penha, Lei Carolina Dieckmann, Lei do Minuto Deguinte, Lei Joanna Maranhão e a Lei do Feminicídio. Qualquer ato de violência praticado contra alguma mulher irá se enquadrar em algumas dessas leis e os agressores serão punidos em média de 15 a 30 anos de prisão dependendo da gravidade do crime.

Precisamos nos mobilizar ainda mais, criando campanhas de conscientização contra as violências, devemos pedir por leis mais rígidas para segurança das mulheres, para que assim possam se sentir muito mais seguras em sair desacompanhadas à noite ou usar o tipo de roupa que bem quiser. É de extrema urgência essas mudanças pois estamos falando da vida de alguém que corre risco apenas por ser mulher.",NULL,NULL,0.02749,3.7587,11.26666,1099.27533,0.47853,0.29448,3.94456,9.25,0.51288
81,"Tefnut Sigurðar","0",973.33333333333,"Censura",81,136,1,1,1,1,2327,973.33333333333,"2022-04-04 21:15:27.18569",NULL,NULL,"Em 1964, foi instaurado o Ato Institucional número 5 durante o regime ditatorial civil-militar no Brasil. O propósito desse ato era ampliar as funções repressivas do poder executivo, garantindo ao presidente da República proibir atividades ou manifestações de natureza política e aplicar medidas de controle sobre o indivíduo - como a liberdade vigiada -, sendo nada mais que um objetivo de censurar tudo aquilo que fosse contra o governo de ideais fascista, impedindo a população de viver em democacia. 

Mesmo com esse ambiente ditatorial e repressivo como exposto na música ""Cálice"" do compositor Chico Buarque, que vivenciou o AI-5, a população não consegue ser mantida calada, pois existe uma necessidade de expressar seus sentimentos. No mundo atual, ainda ocorre a repressão velada da liberdade de expressão, principalmente de artistas e influentes sociais. Podemos ver essa situação em prática com o ocorrido no Lollapalooza de 2022, em que o Ministro do TSE censurou qualquer ato de manifestação política durante as apresentações dos artistas, penalizando com multas quem quebrasse a regra.

Além disso, conforme o pensamento de Hannah Arendt, um regime totalitário não tem o objetivo de imprimir suas próprias convicções na população, mas sim destruir a capacidade de formá-las. A censura é exatamente esse objetivo destrutivo de pensamento crítico de uma sociedade. Quando impede-se um grupo ou indivíduo de expor seus pensamentos, que são baseados em fatos, vivencia-se uma realidade extremamente perigosa, em que o povo cai em uma armadilha e corre o risco de perder seu direito mais precioso: a liberdade de ir e vir.

Portanto, torna-se necessária a tomada de medidas factíveis para combater a censura. O Ministério da Educação tem grande responsabilidade nessa situação, pois lida com o ensino da população, assim deve levar até às insituições escolares oportunidades em que trabalhem o pensamento crítico e lógico dos estudantes. Além do mais, se o Ministério da Justiça e da Segurança trabalharem em conjunto para impedir crimes contra a democracia, a sociedade terá asseguramento ao seguir em frente com protestos. Afinal, precisamos impedir que o Brasil volte a utilizar o ""Cálice"" de Buarque.",NULL,NULL,0.06158,14.25986,11.17271,1131.65621,0.385,0.385,3.31604,7.55,0.54796
82,"Beltrano Andersson","1",880,"Estrangeiro: sou eu, és tu, somos nós?",82,199,1,1,1,1,328,880,"2022-01-11 13:33:27.503519",NULL,NULL,"Em sua cidade há muitos estrangeiros? Tem quem defenda que os estrangeiros não são bem vindos, mas esse pensamento é movido pelo egoísmo, sentimento esse que é atiçado por pensamentos pejorativos, muitas vezes essa forma de pensar é formada pela própria população do país, já dizia Émile Durkheim, Nosso egoísmo é, em grande parte, produto da sociedade.

 Quando falamos sobre os estrangeiros sempre surgem as famosas frases, ""eles vêm roubar nossos empregos"" ou ""vão tirar a oportunidade da gente"", mas vale lembrar que o brasil já recebeu muitos estrangeiros alemães e italianos, e isso só agregou, principalmente para a cultura do Sul do país. Também temos casos mais extremos como a construção do muro na fronteira dos Estados Unidos com o México, para os mexicanos que muitas vezes tentam buscar uma vida melhor não consigam entrar no país, Essa ideia de que os estrangeiros não merecem viver no seu país é um pensamento tão ruim, pois é através dessas pessoas que podemos espalhar as diferentes culturas e assim juntar um pouco mais os países. Uma das razões que fazem as pessoas irem para outro país são as guerras, imagine seu país todo em uma guerra e você e sua família que só querem ficar em segurança, são barrados porque o país não quer aceitar a sua ida. Se um país colocar-se no lugar do outro, e pensar que também iria querer auxílio caso um dia precise, quem sabe entenderiam.

 Também tem aqueles que decidem se naturalizar, isso vem sendo cada vez mais comum principalmente no futebol, como o famoso jogador Zinedine Zidane que tem origem argelina, mas brilhou com a camisa da França se tornando um ídolo, essa seleção é famosa por ter muitos jogadores naturalizados, mas também tem quem veja isso diferente, Lulian Thuran ex-jogador da França, se destacou por suas iniciativas de combate contra o racismo, já falou várias vezes sobre comentários, que a seleção estava ficando menos francesa por causa dos naturalizados, na época que ainda era jogador ele chegou a dizer ""quando ganhamos é mérito de todos, mas se perdemos a culpa é dos negros e Árabes"". Ainda bem que isso vem diminuindo na França, que em 2018 ganhou a copa do mundo e com um elenco que contava com vários jogadores naturalizados. Isso é apenas um exemplo de que para ser de um país não é necessário nascer nele, algumas dessas informações foram tiradas do documentário ""Les Bleus"".

 Enfim não se deve pensar que isso vai simplesmente se resolver sozinho, é preciso que os países façam acordos para receber os estrangeiros, principalmente aqueles em meio a conflitos ou crises, também fazer palestras nas escolas para ensinar desde cedo para as crianças que não somos diferentes, precisamos acabar com esse preconceito.",NULL,NULL,0.04176,29.17602,11.55,1128.56549,0.30798,0.48669,3.49734,8.95,0.52214
83,"Beltrana Benediktsdóttir","2",940,"Invisibilidade e registro civil: garantia de acesso à cidadania no Brasil",83,198,1,1,1,1,882,940,"2022-01-01 12:47:26.581449",NULL,NULL,"Há alguns anos atrás, uma matéria exibida no programa Conexão Repórter, exibida pelo SBT, falava exatamente a respeito dos problemas ocasionados pela falta do registro de nascimento. Em um determinado momento da reportagem, o jornalista e apresentador Roberto Cabrini contou a história de uma jovem que não tinha a certidão de nascimento e precisava da segunda via da declaração de nascido vivo emitida pelos hospitais no momento do nascimento do bebê. 

A dificuldade enfrentada por ela, demonstrou o descaso dos responsáveis pelos arquivos daquele hospital, o que acabou trazendo prejuízos incalculáveis para a vida da jovem entrevistada. Ela não podia solicitar a emissão do RG, CPF, obter emprego formal, benefícios sociais, dentre outros direitos fundamentais. Com a intervenção da reportagem, o hospital localizou o documento e a jovem pôde ir ao Cartório solicitar sua certidão de nascimento.

 A mãe da jovem também demonstrava uma certa indiferença com relação ao que estava sendo negligenciado na vida de sua filha. Eram as mais variadas desculpas para que a filha não tivesse a certidão emitida. Somada ao descaso do hospital, a prejudicada não via os seus direitos serem respeitados.

 Hoje, os cidadãos contam com aplicativos, sites, que, em tese, facilitam suas vidas. Porém, não há nenhuma previsão para que possa ser emitida por tais meios e ainda que houvesse, precisa ter plena inclusão digital, o cidadão conhecendo as leis, acesso ao uso de plataformas. Vale lembrar que a certidão de nascimento é gratuita. Os serviços sociais dos municípios também são responsáveis pelos encaminhamentos de documentos e requisições para as pessoas que não possuem documento algum, porém, são muito falhos na prestação deste serviço, seja pela incompetência de muitos servidores, seja pela má vontade dos funcionários dos hospitais, como citado anteriormente. Assim, não basta serem criados mecanismos digitais, se servidores públicos são negligentes e muitas vezes irresponsáveis.

 São inúmeros os benefícios alcançados através do registro de nascimento, ajudando inclusive no planejamento de políticas públicas dos municípios, como vagas em escola, benefícios sociais, planejamento de merenda escolar, moradia, saúde do cidadão.

 Interessante seria as pessoas já saírem dos hospitais com a certidão de nascimento emitida, deixando de ser um serviço cartorário exclusivo, porém, acompanhado pelas Corregedorias dos Tribunais de Justiça dos Estados, vez que é seu papel fiscalizar tais serviços de emissão. Também é importante o trabalho de orientação dentro dos hospitais, explicando aos familiares a importância da emissão deste documento. A disponibilização de atendimento facilitado em uma unidade móvel, por exemplo, nos bairros com maior índice de ausência de registros quando confrontados com dados dos registros de nascimento hospitalares, através da criação de um controle municipal de registros e emissão de certidão de nascimento.",NULL,NULL,0.06591,19.33214,11.67389,992.31147,0.30827,0.52256,3.0639,7.61765,0.49109
84,"Nekhbet Ásgeirs","0",680,"Censura",84,136,1,1,1,1,2325,680,"2022-04-04 20:33:32.674262",NULL,NULL,"O ser humano é livre, tendo seu próprio caminho a trilhar, sempre buscando algo novo para descobrir e a si próprio se encontrar. 

Vemos em nossa constituição que somos donos de si, possuindo o livre arbítrio de fazer o que desejar, porém por muitas vezes somos calados ou omitidos de uma história por não concordamos com aquela verdade que foi dita. 

A censura é quando ""alguém"" te priva e cala de algo, por considerar que aquilo vai afetar os direitos dela, sendo legal ou inlegal. 

Com a censura vem a busca por divulgar e influenciar a todos que existe uma única e só verdade, fazendo com que a minoria fique calada e não interfira no assunto em pauta. 

Com isso trazemos o quão frio e ultrajante é a situação de comprar a palavra de alguém pelo próprio medo da exposição. 

Sabemos que isso acontece muito em nosso país atual, visto que a maioria das ricas organizações consegue por meio da compra o silêncio da palavra e da fala.

Basta ter dinheiro e assim conseguimos, calar o povo, a urna e a situação. 

Entretanto possuímos sangue brasileiro, aquele que não se deixa abater e por isso lutamos e buscamos nossos direitos de sermos pessoas livres, com seu próprio caminho e palavra. 

Precisamos lutar pela nossa história brasileira que tantas vezes tentaram apagar, queimar e esquecer.

Nossa luta agora é na urna, nas discussões e na prática. Não podemos deixar ninguém nos calar, precisamos monitorar nossos representantes e divulgar qualquer erro omitido. 

Por fim digo que a censura nunca vai terminar, mas precisamos buscar o nosso lugar de fala sem ter medo de expor a verdade nua e crua.",NULL,NULL,0.06182,49.87668,11.23249,981.68267,0.36735,0.46939,2.95002,8.5,0.55837
87,"Thot Péturs","0",760,"Censura",87,136,1,1,1,1,2330,760,"2022-04-04 18:19:50.238871",NULL,NULL,"Festivais, imprensa, propagandas em televisão e jornais, atos de liberdade individual e coletiva, como falar e vizualizar, ainda podem ser censuradas e então tirado o direto de ser livre para se manifestar. Trago como exemplo, o Lollapalooza 2022, onde em um dos show foram relaizadas manifestações de campanha politica, justamente em um ano onde será realizada a eleição, claramente o governo politico não gostou do ato, resultando em pagamento de multas pela parte dos cantores, tal censura se deu pelo fato de que a liberdade de expressão não é explicita até que ponto pode-se chegar. 

O politico e opositor da ditadura militar Ulysses Guimarães, trás uma frase de grande significado na atualidade: ""A censura é inimiga ferroz da verdade. É o horror 

 à inteligência, à pesquisa, ao debate, ao diálogo [...]"", e o que foi dito trás uma afirmação da relidade, a verdade quando dita, magoa e trás problemas á tona, sendo assim um alvo para ser censurado e mantido em sigilo. 

Nesse contexto, temos as redes sociais usadas por grande parte da população, esse meio de comunicação está se tornando cada dia mais ameaçador para seus usuários, onde cada individuo posta o que quer sem pensar nas consequências, como o contrangimento e desrespeito ao outro. Apesar de parecer distante, o limite entre a liberdade e agressão andam juntas, onde acaba uma começa outra, sendo então necessário que haja respeito para um melhor convivio social. 

Por fim, é válido destacar que a sociedade é livre por lei a ter liberdade de expressão, levando em conta que não está especificado até que ponto considera-se independência. Para solução desse problema, que é de grande presença, necessita-se que o governo reveja a lei da constituição onde fala sobre a censura e que especifique de forma clara ao leitor até que ponto podemos chegar sem sermos reprimidos, também, é interessasnte constatar que a liberdade acaba quando existe a ofença ao outro. Por outro lado, pode-se validar a ideia de implementação desse assunto nas escolas, ensinando aos estudantes sobre até quando ser livre é algo bom. Com essas medidas torna-se claro até que ponto podemos ser opinativos de forma positiva, além de tornar a realidade mais igualitaria entre os grupos sociais.",NULL,NULL,0.08197,24.45649,11.39629,1080.6832,0.36866,0.36406,3.22443,7.9,0.52097
89,"Hórus Arnars","0",740,"Censura",89,136,1,1,1,1,2326,740,"2022-04-04 07:40:39.227682",NULL,NULL,"Liberdade, expressão e diálogo sempre foram direitos devidos a todo cidadão. Mesmo em épocas de censura o povo ainda lutou a favor desses direitos e continuam lutando a favor deles. Sobretudo, com o fim da ditadura ainda notamos casos de censura disfarçados, ainda tem que se tomar cuidado com o que expressar para não acabar pagando uma multa ou algo até pior.

Recentemente o caso da cantora Pabllo Vittar tem agitado as redes sociais, em um show durante o Lollapalooza, ela chegou a levantar uma bandeira do ex-presidente Lula, para fazer propaganda eleitoral, e gritou ""fora Bolsonaro"", porém após o incidente, o partido do atual presidente, acionou o TSE, alegando que essa manifestação, ""fere inúmeros direitos constituicionais"", sendo que o povo gritou junto com Pabllo e se manifestou, sendo que o povo, de acordo com a constituição e o sistema democrático Brasileiro pode decidir em quem irá votar e não será a influência de um cantor que muda a ideia dos mesmos.

Enquanto Pabllo Vittar se expressa num show com cerca de 100.000 pessoas o atual presidente Bolsonaro se expressa para cerca de 19 milhões de pessoas em seu Instagram, fazendo propaganda contra governos e candidatos opostos ao seu ideal político. Fazendo esse exercício de comparação, é notável certa hipocrisia e irresponsabilidade por parte do mesmo. Sendo um partido de direita, é suposto que a liberdade (tanto de expressão, quanto econômica) fosse prioridade deles, porém tentam condenar artista e ainda por cima fazem apologias a ditadura, ao dizer que foi um movimento militar e não uma ditadura. 

O direito e a liberdade de expressão é de todos, deve ser permitido expressar politicamente e de todas as maneiras desde que não ferimos a liberdade de outros, procurar por uma resposta governamental por um movimento de expressão é um ato de censura, por isso o governo deveria retirar todas as ferramentas que permitem que tal possa ser realizado.",NULL,NULL,0.0414,9.81221,11.58484,896.85636,0.4023,0.34483,3.33483,8,0.50675
90,"Rá Ragnars","0",680,"Questão indígena e Educação",90,173,1,1,1,1,820,680,"2021-08-25 22:17:51.961136",NULL,NULL,"Os povos indígenas são muito importantes para o Brasil, pois estão aqui antes da chegada dos portugueses e contribuíram para vários aspectos do país, como cultura e culinária. Mas mesmo com tamanha importância, os indígenas e sua cultura às vezes anão são muito bem representados nas escolas.

 Quando se aprende história brasileira na escola, corre-se o risco de não ser passado com clareza os sofrimentos dos índios ao longo dos tempos. Por exemplo, na carta de Pero Vaz de Caminha, percebemos um anseio do autor que os indígenas se convertessem a sua fé, apenas porque eles estavam cultuando junto com eles na missa do padre frei Henrique. Isso resultou na missões jesuíticas, o que pode significar uma morte da identidade dos indígenas, pois eles foram submetidos a um processo de civilização tipicamente europeu e de catequização. Como os alunos aprendem através de livros didáticos, pode ser que eles não possam dimensionar todas essas questões, à menos que o professor as explique. Por exemplo, ensinar os alunos sobre os bandeirantes pode ser uma oportunidade de explicar sobre a escravidão, já que eles capturavam índigenas para usá-los como mão de obra escrava. Mas isso depende do professor.

 Outro problema são as dificuldades encontradas no ensino da cultura indígena e afro-brasileira, pois ainda se enfrenta uma resistência quanto ao ensino desses conteúdos, apesar da Lei 10.639 e 11.645 incluírem o estudo dessas culturas no currículo escolar. Em um artigo da revista Educação, o professor de história Redson Silva conta algumas dificuldades que passou ao tentar abordar essas culturas em sua escola. ""Fiz três tentativas de realizar um sarau de danças com temática africana e fui questionado por parte da gestão. Disseram que isso incomodaria os pais dos alunos, porque a dança seria uma invocação de divindades do candomblé"", relata o professor. Existe uma um certo nível de ausência da cultura índigena nas escolas, pois não vemos muitos livros sobre o temas e nem um real interesse das mesmas de incorporar esses temas em seu ensino. Isso contribui para uma falta identificação por parte dos alunos negros e uma escassez de conhecimento das matrizes culturais do Brasil, o que pode resultar, em longo prazo, em uma perda das mesmas.

 Para mudarmos essa situação, deve haver um maior esforço por parte das escolas para incorporar o ensino da cultura índigena, incluindo livros em sua biblioteca e projetos sobre esse tema ensinar os alunos a cultura indígena e fazê-los entender a importância da mesma. Também é preciso conscientizar os professores da importância de tratar sobre esses assuntos e incluir como obrigatório o ensino da cultura indígena em certas matérias, como história, a fim de preservar a cultura brasileira e propiciar um futuro menos intolerante e mais representativo.",NULL,NULL,0.06874,33.95462,11.79085,1079.36513,0.26122,0.37143,3.28848,8.28125,0.49651
91,"Ísis Stefáns","0",640,"Invisibilidade e registro civil: garantia de acesso à cidadania no Brasil",91,198,1,1,1,1,881,640,"2021-12-29 16:17:25.354324",NULL,NULL,"De acordo com o IBGE estima se que 3 milhões de brasileiros não possuem registro civil de nascimento sendo o documento mais importante e sem ele não se pode ter acesso a outros documentos , auxílios que o governo oferece e não pode tirar o seu título fazendo assim com que a pessoa não tenha direito ao voto, então foi criada a lei n 9 534 de 1997 que torna a certidão de nascimento gratuita, porém não causou uma grande diferença no número de pessoas não registradas.

Antigamente uma grande parte das famílias do interior esperavam ter mais de um filho para registrar todos juntos, isto acontecia por conta dessas famílias não terém como ir até um cartório em uma das cidades vizinhas , outro motivo também era a falta de dinheiro para poder fazer as certidões de nascimentos , com isso muitas dessas pessoas não possuíam a certidão de nascimento ou acabavam que as idades delas ficavam com anos de diferenças da data real do seu nascimento. 

Há pouco anos atrás existia organizações que traziam pessoas do interior ou de comunidades para fazer a certidão de nascimento e outros documentos, fazendo com que estás pessoas tivessem acesso aos programas do governo, pois é necessário ter a certidão para poder acessar estes programas de auxílio, ter acesso ao direito de votar e acesso a educação. Muitas das crianças e adolescentes que não possuem o direito de ter educação e poder fazer uma faculdade ou um vestibular para poder passar em uma, fazendo com que exista uma grande desigualdade social e financeira.

Para solucionar este problema o governo deveria investir em campanhas e meios para que estas pessoas que não possuem condições ou não possuem um jeito de ir fazer a certidão de nascimento, um exemplo de campanha deste assunto é uma propaganda que passava na televisão e nas escolas, nesta propaganda passava uma música que dizia ""Eu tenho nome e quem não tem, sem documento eu não sou ninguém. eu sou Maria. eu sou João, com certidão de nascimento sou cidadão! "",

com estás campanhas podemos conscientizar as pessoas sobre a importância de ter a certidão de nascimento pois sem ela não temos direito a educação, projetos e não temos direito como qualquer cidadão possui.",NULL,NULL,0.03252,12.1686,12.26628,844.78504,0.11962,0.32057,3.42572,7.83333,0.59024
92,"Ísis Baldurs","0",0,"Participação política: indispensável ou superada?",92,167,1,1,1,1,1693,0,"2021-12-24 20:46:13.075571",NULL,NULL,"Eu amo aquele lugar que vive a tempo atrás, sinto muita saudade do tempo de crianças amor vida",NULL,NULL,0,70.765,6.11685,2133.96326,0.16667,0.58333,1.21053,6.5,0.69408
93,"Tefnut Eiríks","0",960,"Viver em rede no século XXI: os limites entre o público e o privado",93,154,1,1,1,1,689,960,"2021-07-26 14:47:57.755784",NULL,NULL,"Fornecendo à sociedade o acesso quase instantâneo à informação, a 'internet' possibilitou a criação e expansão das redes sociais, servindo como canal para o compartilhamento de ideias e experiências entre seus usuários, com forte presença em suas vidas cotidianas. No entanto, mesmo tendo sido criada com intenções benéficas, a 'internet' abriga diversas pessoas mal-intencionadas que aproveitam-se de usuários sem um conhecimento aprofundado sobre o funcionamento das redes. Desse modo, não há dúvidas que perceber o limite entre público e privado é um desafio para a sociedade, o qual ocorre devido não somente ao descuido de seus usuários sobre o que postam, mas também à precária educação digital que os mesmos possuem.

Atualmente, cada vez mais pessoas tornam-se adeptas a compartilhar momentos de suas vidas nas redes, resultado da ascensão da 'internet'. Porém, junto desta massa de informações, há a recorrente dúvida sobre o que deveria ou não ser postado publicamente. Segundo Alessando Barbosa Lima, diretor executivo da e.Life, empresa de monitoramento e análise de mídias, estar em uma rede social faz parte da socialização do indivíduo no Século XXI. De acordo com uma pesquisa realizada pelo Ibope Mídia, 72% dos usuários pretende criar, acessar e manter uma rede social, evidenciando que a socialização é impulsionada pela 'internet'. Todavia, quando feita de maneira descuidada, há a possibilidade de permitir que pessoas mal-intencionadas tenham acesso a certas informações pessoais do usuário, como fotos íntimas, dados bancários ou endereço de moradia. Tal acesso acarretaria em diversos problemas para o indivíduo, como possíveis chantagens ou uma divulgação das informações com o objetivo de difamar a reputação do mesmo. 

Faz-se necessário, ainda, salientar a precária educação em relação à 'internet' como um grande impulsionador deste desafio enfrentado pela sociedade. Diante de tal contexto, é perceptível que, por não haver um investimento no ensino às crianças, adolescentes e adultos sobre os perigos presentes na 'internet'. No entanto, mesmo com uma grande parcela de usuários com intenções duvidosas, a 'internet' pode proporcionar diversos benefícios à sociedade, como por exemplo o supracitado acesso quase instantâneo à informação.

É evidente, portanto, que ainda há desafios para garantir uma utilização segura e benéfica da 'internet'. Logo, indubitavelmente, medidas são imprescindíveis para a resolução deste problema. Dessa forma, deve ser implementada uma maior divulgação de como utilizar a internet de maneira segura e prevenindo-se de possíveis malefícios, por meio de veículos midiáticos e digitais afim de promover uma melhora das condições educacionais da sociedade. Será um trabalho árduo, mas corrobora a frase do filósofo grego Aristóteles, ""A educação tem raízes amargas, mas os seus frutos são doces"".",NULL,NULL,0.08941,7.81638,11.51156,1068.87816,0.24691,0.55556,3.2916,7.82143,0.46214
94,"Renpet Valdimars","0",760,"A força das redes sociais no Brasil",94,160,1,1,1,1,2436,760,"2022-05-05 20:32:01.03503",NULL,NULL,"As redes sociais são algo muito importante para as pessoas ao redor do mundo, esses aplicativos podem nos ajudar em algo bom ou em algo ruim. Para ter esses aplicativos sociais é indicado ter uma mentalidade madura, adulta e preparada para entrar nesse ramo. Para muitas pessoas no Brasil a rede social é algo muito perigoso por motivos de ocorridos no mundo de hoje. Pessoas sofrem, se automutilam, machucam umas as outras e em muitos casos podem ocorrer mortes não previstas.

 Acredito que nós seres humanos temos que ter mais conscientização do que apresentamos nas redes sociais e comentamos. Os usuários que utilizam estás redes necessitam perceber que é necessário usar para algo útil e importante para a sociedade de hoje.

Utilizar a rede social é algo muito incentivado e pouco discutido em muitos aspectos sociais.",NULL,NULL,0.11852,37.37083,10.60508,745.61682,0.38961,0.44156,2.76464,7.83333,0.52145
95,"Anúbis Andrés","0",0,"O indivíduo frente à ética nacional",95,152,1,1,1,1,2902,0,"2022-09-02 23:19:00.252312",NULL,NULL,"Prazer !!! Meu nome e Thayna e eu tenho 18 anos !!! Eu sei que ainda sou nova e não sei muito sobre a vida , mas eu vou dizer oque eu aprendi e vivi ate agora sendo mulher !!! eu cresci com mulheres fortes ao meu redor , minha vo nunca dependeu de homem nenhum , sempre trabalhando e sustentando a familia , apanhava do meu avo , perdeu 2 bebe na barriga , 1 bebe nasceu morto , mas sempre ali firme e forte , mãe de 3 filhos e com seus 67 anos ainda continua trabalhando e conquistando oque e seu !!! Minha mae e outra que aprendendo com a minha vo sempre foi trabalhadora e honesta , ja foi muito humilhada nessa vida e tambem ja sofreu muito , mas nunca abaixou a cabeca pra ninguem e sempre ali fieme e forte e com elas eu sempre quis ser como elas e nunca que pensei '' nossa ser mulher e ser fraca '' porque elas nunca foram !!!",NULL,NULL,0.05806,86.07337,10.8852,754.44758,0.35955,0.30337,1.395,4.86364,0
96,"Qebui Jóns","0",480,"A força das redes sociais no Brasil",96,160,1,1,1,1,1635,480,"2021-12-20 08:36:27.921349",NULL,NULL,"Sabemos que as redes sociais tem grandes impactos no Brasil. 

 Ela traz consigo pontos positivos e negativos, mesmo sendo a ferramenta mais utilizada na internet.

 O cancelamento é um dos maiores ataques que veio pela parte dos telespectadores, onde ataques verbais é o mais encontrado. 

 Mas também, a sua positividade traz o conhecimento de diversas áreas para o público.

 As redes sociais não é um país sem lei, todos devem ter a consciência de respeitar o próximo.

 Devemos alertar sempre as pessoas para todos terem consentimento neste espaço e utilizar as redes sempre de maneira correta.",NULL,NULL,0.08333,46.65125,9.62457,816.22933,0.46552,0.46552,2.31961,6.66667,0.52306
